Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-12-05 00:30:00, 36.7724, -122.1220,  1.9, 186,  7.1, 25.6
2011-12-05 01:00:00, 36.7757, -122.1316,  1.6, 205,  8.4, 25.6
2011-12-05 01:30:00, 36.7787, -122.1404,  1.6,  60,  6.7, 11.6
2011-12-05 02:00:00, 36.7819, -122.1499,  1.4,  96,  6.3, 10.7
2011-12-05 02:30:00, 36.7844, -122.1569,  1.7,  24,  8.3, 14.2
2011-12-05 03:00:00, 36.7858, -122.1610,  1.7,  54,  7.6,  8.5
2011-12-05 03:30:00, 36.7875, -122.1661,  1.6,  58,  6.1,  8.5
2011-12-05 04:00:00, 36.7892, -122.1711,  1.6,  66,  7.8, 10.7
2011-12-05 04:30:00, 36.7904, -122.1743,  1.8,  63,  8.9,  9.8
2011-12-05 05:00:00, 36.7858, -122.1767,  1.3,  16,  6.4, 14.2
2011-12-05 05:30:00, 36.7819, -122.1639,  1.4,  53,  7.7, 11.6
2011-12-05 06:00:00, 36.7789, -122.1548,  1.3,  49,  7.5,  7.5
2011-12-05 06:30:00, 36.7758, -122.1461,  1.4,  35,  8.3,  9.8
2011-12-05 07:00:00, 36.7736, -122.1393,  1.6,  74,  7.9, 12.8
2011-12-05 07:30:00, 36.7718, -122.1342,  1.7,  68,  8.4, 12.8
2011-12-05 08:00:00, 36.7701, -122.1295,  1.5,  45,  8.3, 12.8
2011-12-05 08:30:00, 36.7688, -122.1254,  1.7,  57,  8.4, 11.6
2011-12-05 09:00:00, 36.7675, -122.1216,  1.5,  56,  6.9,  8.0
2011-12-05 09:30:00, 36.7664, -122.1187,  1.5,  57,  8.6, 11.6
2011-12-05 10:00:00, 36.7653, -122.1152,  1.8, 324,  7.5, 25.6
